Student ID,AssignmentOneAverage,AssignmentOneAttempt,AssignmentTwoAverage,AssignmentTwoAttempt,AssignmentThreeAverage,AssignmentThreeAttempt,Gender,Course,Rating
9359,70,3,80,4,70,4,0,Linux Operating System Fundamentals(Udemy),6
17630,70,3,60,2,80,6,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),6
14964,70,5,90,5,60,4,1,Operating Systems and You: Becoming a Power User(Coursera),6
17001,0,0,80,5,90,2,0,Operating Systems from scratch - Part 1(Udemy),7
16710,90,5,80,6,70,6,1,Embedded and Real Time Operating Systems(Youtube),7
19518,70,5,0,0,80,6,1,Introduction to Operating Systems(Udacity),7
19589,90,8,80,9,40,7,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),7
7518,80,8,80,5,60,8,1,Operating Systems from scratch - Part 1(Udemy),3
15163,90,3,80,1,70,5,0,Operating System(Udemy),6
16814,80,8,70,3,60,5,1,Understanding Computer Systems(FutureLearn),5
12265,0,0,90,3,0,0,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),5
1268,80,3,70,9,70,3,1,Linux Operating System Fundamentals(Udemy),8
20241,0,0,70,7,90,5,0,Operating Running Systems(PluraSight),8
3090,0,0,90,2,80,1,1,Real Time Operating System(SWAYAM),6
6458,0,0,80,7,70,2,1,Hello (Real) World with ROS – Robot Operating System(EDX),8
16647,80,3,80,6,70,7,0,Introduction to Operating Systems(Udacity),7
909,60,3,70,2,80,9,0,Operating Systems from scratch - Part 2(Udemy),7
4120,90,8,80,2,60,9,1,Introduction to Operating Systems(Swayam),5
14765,80,8,90,8,0,0,0,Advanced Operating Systems(Udacity),7
9994,0,0,80,9,60,3,1,Using Python to Interact with the Operating System(Coursera),7
16891,80,5,60,3,0,0,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
10534,80,5,80,7,70,9,1,Operating Systems from scratch - Part 1(Udemy),7
447,90,3,80,4,60,8,0,Become a Master of Operating Systems at comfort of your Home (Udemy),7
2804,70,8,80,5,0,0,1,Hello (Real) World with ROS – Robot Operating System(EDX),7
20829,0,0,90,7,0,0,0,Operating Systems from scratch - Part 1(Udemy),7
10880,90,3,90,8,70,4,1,Computer Hardware and Operating Systems(EDX),7
16431,90,8,80,8,70,9,0,Operating Systems(SWAYAM),7
15571,80,3,80,2,80,9,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),6
12800,0,0,80,8,80,9,1,Operating Systems Concept and Design Principles for Beginner(Udemy),5
7121,0,0,80,4,70,1,0,Real Time Operating System(SWAYAM),6
6918,0,0,90,4,80,7,1,Real Time Operating System(SWAYAM),6
261,0,0,90,8,50,1,0,Operating Systems and You: Becoming a Power User(Coursera),8
11092,80,8,70,5,50,1,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),7
17286,80,3,80,2,60,3,1,Introduction to Operating Systems(Swayam),5
19640,80,8,80,1,60,4,1,Operating Systems from scratch - Part 1(Udemy),4
14072,60,3,80,6,70,7,1,Operating Systems from scratch - Part 1(Udemy),6
788,80,8,60,1,70,6,1,Computer Hardware and Operating Systems(EDX),7
12790,80,3,0,0,0,0,1,Introduction to Operating Systems(Udacity),7
3942,80,3,90,6,60,8,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
14301,0,0,80,7,80,3,0,Advanced Operating Systems(Udacity),6
13678,90,8,0,0,60,6,1,Operating System(Youtube -GateSmasher),7
11344,80,3,90,7,60,7,1,Computer Hardware and Operating Systems(EDX),4
8428,90,3,80,7,70,7,1,Using Python to Interact with the Operating System(Coursera),7
19569,90,8,80,3,50,5,0,Understanding Computer Systems(FutureLearn),7
889,90,8,60,8,40,1,0,Operating System(Youtube -GateSmasher),6
14365,90,8,40,1,0,0,0,Operating Systems from scratch - Part 2(Udemy),5
8278,80,8,80,3,50,1,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
16181,0,0,90,3,80,1,0,Operating Running Systems(PluraSight),6
11273,80,3,80,2,60,2,0,Linux Operating System Fundamentals(Udemy),7
9363,90,8,90,3,80,5,0,Operating System(Udemy),7
840,80,8,80,9,70,6,1,Operating Running Systems(PluraSight),6
6907,0,0,80,9,70,5,0,Computer Hardware and Operating Systems(EDX),6
5164,80,3,80,6,70,2,1,Introduction to Operating Systems(Swayam),7
14223,70,8,80,3,70,5,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
3330,80,3,70,1,70,9,1,Getting Started with Junos Operating System(Coursera),7
13245,80,3,70,6,70,7,0,Linux Operating System Fundamentals(Udemy),7
5302,0,0,80,8,50,3,1,Getting Started with Junos Operating System(Coursera),5
15225,80,5,0,0,70,1,0,Operating Systems and You: Becoming a Power User(Coursera),2
1245,80,5,0,0,70,1,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),4
9953,70,5,90,9,60,9,0,Embedded and Real Time Operating Systems(Youtube),7
12886,90,3,80,3,0,0,1,Operating Systems from scratch - Part 2(Udemy),6
20179,80,5,70,7,70,4,0,Getting Started with Junos Operating System(Coursera),5
21057,80,5,0,0,60,1,0,Embedded Hardware and Operating Systems(Coursera),8
19917,0,0,80,5,70,2,0,Understanding Computer Systems(FutureLearn),7
6748,80,8,80,2,60,1,1,Hello (Real) World with ROS – Robot Operating System(EDX),7
9852,80,8,80,6,50,4,1,Linux Operating System Fundamentals(Udemy),6
16769,70,3,80,2,70,7,0,Operating Systems from scratch - Part 1(Udemy),7
12736,0,0,80,9,80,3,1,Computer Hardware and Operating Systems(EDX),6
12172,70,5,90,6,70,3,1,Linux Operating System Fundamentals(Udemy),8
5693,90,3,70,3,70,9,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),6
12799,90,8,90,3,80,3,0,Operating Systems from scratch - Part 2(Udemy),7
16768,90,5,90,7,60,8,1,Embedded and Real Time Operating Systems(Youtube),7
4527,90,3,80,7,70,7,0,Embedded Hardware and Operating Systems(Coursera),5
5800,0,0,70,5,80,4,1,Operating Systems and You: Becoming a Power User(Coursera),6
6264,80,5,90,8,80,7,1,Operating Systems and You: Becoming a Power User(Coursera),6
14810,80,5,80,2,40,2,1,Hello (Real) World with ROS – Robot Operating System(EDX),7
18570,90,3,80,6,60,6,1,Operating Systems from scratch - Part 2(Udemy),7
8219,70,5,90,6,80,7,0,Become a Master of Operating Systems at comfort of your Home (Udemy),7
10123,80,8,90,8,60,1,0,Introduction to Operating Systems(Swayam),6
14389,90,8,80,5,60,4,0,Computer Hardware and Operating Systems(EDX),6
2998,90,8,80,9,80,8,1,Operating Systems Concept and Design Principles for Beginner(Udemy),6
846,0,0,60,2,80,9,1,Computer Hardware and Operating Systems(EDX),7
6421,0,0,80,9,60,5,0,Become a Master of Operating Systems at comfort of your Home (Udemy),6
15146,80,8,70,7,70,7,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
15870,80,8,80,5,40,3,1,Operating Systems from scratch - Part 1(Udemy),5
12937,90,5,80,4,70,6,0,Embedded Hardware and Operating Systems(Coursera),7
15856,80,3,80,6,40,2,1,Cybersecurity Roles and Operating System Security(EDX),6
3052,0,0,90,7,60,1,1,Operating Systems from scratch - Part 1(Udemy),8
10574,80,3,80,1,80,8,1,Using Python to Interact with the Operating System(Coursera),7
16101,0,0,80,2,70,9,0,Embedded and Real Time Operating Systems(Youtube),7
15560,70,5,80,9,70,5,1,Real Time Operating System(SWAYAM),7
6133,70,5,80,4,70,6,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),8
17999,80,8,0,0,80,2,0,Operating System(Youtube -GateSmasher),5
12902,80,3,80,9,70,7,1,Operating Azure Stack Hub(PLuralSight),7
3349,80,5,90,2,0,0,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),6
20946,90,3,80,9,50,5,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
14625,0,0,80,4,50,1,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),7
16113,60,5,90,3,80,1,0,Using Python to Interact with the Operating System(Coursera),7
4136,90,3,70,9,60,3,1,Using Python to Interact with the Operating System(Coursera),7
15746,0,0,0,0,80,7,1,Operating Running Systems(PluraSight),7
3819,0,0,80,7,0,0,0,Hello (Real) World with ROS – Robot Operating System(EDX),7
15830,70,8,90,7,30,1,1,Operating System(Udemy),7
5623,90,5,80,9,60,4,0,Operating Azure Stack Hub(PLuralSight),6
3650,60,3,90,9,80,3,1,Operating System(Udemy),7
21178,90,5,90,2,70,3,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
19051,70,3,80,1,90,5,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),6
14695,0,0,80,3,0,0,0,Linux Operating System Fundamentals(Udemy),5
18035,80,8,80,7,50,5,0,Operating Azure Stack Hub(PLuralSight),6
347,90,3,70,3,70,9,0,Operating Running Systems(PluraSight),6
12580,80,8,90,2,80,1,1,Understanding Computer Systems(FutureLearn),6
12129,90,5,70,1,60,6,0,Operating Systems from scratch - Part 1(Udemy),7
17407,90,8,0,0,70,6,0,Operating Systems from scratch - Part 1(Udemy),5
13931,60,5,80,1,80,6,0,Operating Systems Concept and Design Principles for Beginner(Udemy),6
3205,80,8,80,7,70,4,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),6
10608,80,8,80,6,60,8,1,Understanding Computer Systems(FutureLearn),6
5405,90,5,60,1,80,6,0,Operating Systems Concept and Design Principles for Beginner(Udemy),6
19232,90,8,80,7,50,1,1,Computer Hardware and Operating Systems(EDX),6
1717,80,8,80,7,80,8,0,Embedded and Real Time Operating Systems(Youtube),7
5293,80,5,80,2,0,0,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
19680,80,5,70,1,70,9,1,Using Python to Interact with the Operating System(Coursera),7
7630,0,0,80,8,70,9,1,Embedded Hardware and Operating Systems(Coursera),7
8580,80,8,80,5,60,3,1,Operating System(Udemy),5
8764,80,8,70,3,60,1,1,Embedded and Real Time Operating Systems(Youtube),5
12676,80,5,80,2,60,2,1,Embedded Hardware and Operating Systems(Coursera),7
13226,80,8,90,6,50,7,1,Introduction to Operating Systems(Swayam),7
13651,80,3,70,4,70,9,0,Linux Operating System Fundamentals(Udemy),6
5753,0,0,80,7,70,9,0,Operating Systems Concept and Design Principles for Beginner(Udemy),6
19432,80,3,60,4,80,5,1,Introduction to Operating Systems(Swayam),7
11728,90,8,70,6,60,4,1,Become a Master of Operating Systems at comfort of your Home (Udemy),5
16802,90,8,90,7,60,1,1,Operating Systems Concept and Design Principles for Beginner(Udemy),7
3909,80,8,0,0,60,6,0,Understanding Computer Systems(FutureLearn),6
13207,60,5,0,0,90,7,0,Become a Master of Operating Systems at comfort of your Home (Udemy),5
21365,80,3,90,2,70,9,0,Linux Operating System Fundamentals(Udemy),6
816,0,0,80,2,0,0,1,Advanced Operating Systems(Udacity),7
9737,80,8,0,0,80,2,0,Cybersecurity Roles and Operating System Security(EDX),6
16899,0,0,70,4,80,8,0,Linux Operating System Fundamentals(Udemy),5
20422,80,8,0,0,60,2,1,Embedded and Real Time Operating Systems(Youtube),6
18643,80,5,90,1,80,3,0,Operating System(Udemy),7
19892,70,3,80,3,80,3,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),5
15501,50,3,90,7,60,4,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
12313,80,8,50,3,70,3,0,Operating Systems(SWAYAM),6
3858,80,3,80,5,80,7,1,Introduction to Operating Systems(Udacity),7
5454,0,0,80,2,70,4,1,Introduction to Operating Systems(Swayam),7
321,80,3,70,2,70,9,0,Introduction to Operating Systems(Swayam),7
17747,80,3,80,4,70,7,0,Operating Running Systems(PluraSight),6
11124,90,5,80,8,50,7,1,Operating Systems(SWAYAM),6
727,90,8,80,6,30,4,0,Introduction to Operating Systems(Swayam),6
19328,80,8,70,5,0,0,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),4
5589,80,5,0,0,70,2,0,Linux Operating System Fundamentals(Udemy),5
20721,80,3,90,9,80,2,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
7556,80,3,90,9,70,7,1,Real Time Operating System(SWAYAM),7
8404,0,0,90,3,50,1,1,Understanding Computer Systems(FutureLearn),8
11821,90,3,80,5,0,0,0,Using Python to Interact with the Operating System(Coursera),6
2053,80,3,90,3,70,4,0,Understanding Computer Systems(FutureLearn),6
18118,0,0,70,7,80,1,1,Cybersecurity Roles and Operating System Security(EDX),5
6087,0,0,80,2,70,2,0,Operating Azure Stack Hub(PLuralSight),6
16370,90,3,80,2,70,5,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),6
19006,0,0,80,5,60,1,1,Operating Systems Concept and Design Principles for Beginner(Udemy),7
3720,80,8,70,5,50,3,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
19436,90,3,80,3,0,0,1,Embedded and Real Time Operating Systems(Youtube),7
15567,0,0,80,2,90,9,0,Understanding Computer Systems(FutureLearn),7
16237,80,8,80,4,70,3,0,Operating Azure Stack Hub(PLuralSight),4
16349,80,8,80,9,60,2,0,Cybersecurity Roles and Operating System Security(EDX),7
6125,80,8,80,6,60,7,0,Embedded and Real Time Operating Systems(Youtube),5
21373,90,8,70,3,30,2,0,Operating Systems and You: Becoming a Power User(Coursera),6
8713,70,5,90,4,70,7,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
20383,70,3,80,3,70,1,0,Operating System(Udemy),6
433,80,5,80,2,0,0,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),5
4584,90,8,50,1,70,5,1,Introduction to Operating Systems(Swayam),7
16743,0,0,80,1,70,1,0,Operating Systems from scratch - Part 2(Udemy),5
21379,90,3,80,1,70,2,0,Embedded and Real Time Operating Systems(Youtube),6
9223,80,8,80,3,80,2,0,Introduction to Operating Systems(Udacity),6
15915,0,0,90,5,70,1,0,Understanding Computer Systems(FutureLearn),7
9187,0,0,80,6,70,8,0,Understanding Computer Systems(FutureLearn),5
20364,0,0,80,4,70,5,1,Embedded and Real Time Operating Systems(Youtube),8
21328,80,8,90,2,40,1,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),4
2436,0,0,70,9,80,5,1,Operating Systems and You: Becoming a Power User(Coursera),7
13839,90,3,80,5,50,2,0,Embedded and Real Time Operating Systems(Youtube),7
8606,0,0,80,4,70,8,1,Cybersecurity Roles and Operating System Security(EDX),9
9201,90,3,90,2,60,2,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
199,80,8,70,4,50,3,0,Operating System(Udemy),6
17184,0,0,80,2,60,1,1,Real Time Operating System(SWAYAM),6
2630,90,8,80,1,40,4,1,Hello (Real) World with ROS – Robot Operating System(EDX),8
19757,0,0,90,4,60,1,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
598,0,0,0,0,80,9,1,Using Python to Interact with the Operating System(Coursera),8
4250,80,5,80,5,60,7,1,Real Time Operating System(SWAYAM),6
18463,70,3,90,1,70,2,0,Operating System(Youtube -GateSmasher),7
11447,90,5,70,5,70,1,0,Linux Operating System Fundamentals(Udemy),6
17832,80,5,0,0,60,3,1,Operating Azure Stack Hub(PLuralSight),7
5605,80,8,80,7,60,8,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
2110,80,3,60,7,80,7,1,Cybersecurity Roles and Operating System Security(EDX),6
6151,80,3,80,6,70,9,0,Embedded Hardware and Operating Systems(Coursera),6
17793,80,8,70,5,60,1,0,Real Time Operating System(SWAYAM),6
5349,0,0,80,9,0,0,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
20302,0,0,90,7,80,4,1,Introduction to Operating Systems(Swayam),7
4571,80,3,90,7,70,9,0,Using Python to Interact with the Operating System(Coursera),7
13546,90,3,0,0,80,4,1,Embedded Hardware and Operating Systems(Coursera),6
3698,80,3,80,9,70,3,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),6
13635,80,3,70,4,0,0,0,Computer Hardware and Operating Systems(EDX),6
12776,0,0,80,7,60,2,1,Real Time Operating System(SWAYAM),7
4618,70,5,90,7,60,8,1,Operating Systems from scratch - Part 1(Udemy),7
629,0,0,80,3,50,1,0,Hello (Real) World with ROS – Robot Operating System(EDX),6
20653,60,8,90,6,70,4,0,Computer Hardware and Operating Systems(EDX),5
12198,50,3,80,9,80,5,1,Using Python to Interact with the Operating System(Coursera),7
20314,0,0,0,0,80,5,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),7
2428,0,0,80,8,80,8,1,Linux Operating System Fundamentals(Udemy),6
13046,90,5,80,8,40,4,1,Operating System(Udemy),7
7141,80,5,80,4,70,6,0,Operating Systems from scratch - Part 1(Udemy),6
6875,70,3,0,0,80,2,0,Introduction to Operating Systems(Swayam),6
11491,90,3,80,6,60,6,0,Operating Systems from scratch - Part 1(Udemy),6
12868,70,8,70,2,80,9,1,Linux Operating System Fundamentals(Udemy),7
4496,0,0,90,5,50,3,1,Introduction to Operating Systems(Udacity),7
8242,90,5,90,2,60,6,1,Embedded and Real Time Operating Systems(Youtube),6
13874,80,3,90,9,70,7,1,Become a Master of Operating Systems at comfort of your Home (Udemy),7
7296,0,0,80,9,80,5,1,Operating Systems(SWAYAM),7
8989,90,8,70,6,80,4,0,Operating Running Systems(PluraSight),6
1495,80,5,70,1,70,4,0,Real Time Operating System(SWAYAM),6
5185,80,8,70,4,80,9,0,Understanding Computer Systems(FutureLearn),5
6982,80,3,90,1,70,5,1,Cybersecurity Roles and Operating System Security(EDX),7
9566,90,3,80,2,60,5,1,Operating System(Udemy),5
18938,70,8,0,0,80,5,1,Introduction to Operating Systems(Udacity),6
13182,90,8,80,4,60,4,1,Real Time Operating System(SWAYAM),7
17276,60,3,80,9,80,7,1,Linux Operating System Fundamentals(Udemy),6
13058,80,3,80,5,60,2,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
9264,90,5,80,7,0,0,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),4
11419,80,8,70,6,60,4,0,Cybersecurity Roles and Operating System Security(EDX),7
14953,0,0,80,3,70,3,0,Using Python to Interact with the Operating System(Coursera),6
2753,90,5,80,1,70,6,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
5898,80,3,80,2,70,1,1,Operating Systems Concept and Design Principles for Beginner(Udemy),6
17636,0,0,90,7,50,2,1,Advanced Operating Systems(Udacity),7
7516,80,5,80,9,70,5,1,Computer Hardware and Operating Systems(EDX),7
11598,80,3,70,7,90,1,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
10777,90,5,0,0,70,7,0,Using Python to Interact with the Operating System(Coursera),6
9170,90,3,70,5,70,2,1,Embedded and Real Time Operating Systems(Youtube),7
15000,40,3,90,7,60,1,1,Operating Systems from scratch - Part 1(Udemy),7
12216,80,3,80,2,50,1,1,Operating Systems from scratch - Part 1(Udemy),6
20233,60,8,90,9,80,5,0,Hello (Real) World with ROS – Robot Operating System(EDX),7
6696,0,0,90,4,40,2,1,Operating Azure Stack Hub(PLuralSight),4
17366,70,3,80,3,70,7,1,Getting Started with Junos Operating System(Coursera),6
10199,90,5,0,0,80,9,0,Hello (Real) World with ROS – Robot Operating System(EDX),8
15725,80,5,70,9,60,2,0,Operating Systems from scratch - Part 1(Udemy),7
12529,60,5,80,7,70,6,0,Introduction to Operating Systems(Udacity),7
12639,0,0,80,9,0,0,0,Getting Started with Junos Operating System(Coursera),7
5491,0,0,90,7,60,2,0,Operating Systems from scratch - Part 2(Udemy),5
8897,80,8,80,9,60,7,0,Understanding Computer Systems(FutureLearn),7
17020,80,8,0,0,40,2,1,Operating Azure Stack Hub(PLuralSight),5
8221,0,0,70,5,80,6,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),6
17718,80,8,0,0,60,1,1,Operating Running Systems(PluraSight),7
8512,80,3,80,3,0,0,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),5
15748,0,0,80,9,70,2,1,Introduction to Operating Systems(Udacity),6
14975,70,8,80,5,0,0,0,Operating Systems Concept and Design Principles for Beginner(Udemy),9
10856,0,0,80,8,70,9,1,Operating Systems from scratch - Part 2(Udemy),5
6457,90,5,80,9,70,8,0,Operating System(Youtube -GateSmasher),8
10962,90,5,70,3,70,3,1,Operating Systems and You: Becoming a Power User(Coursera),8
8944,0,0,80,9,40,2,1,Become a Master of Operating Systems at comfort of your Home (Udemy),6
578,80,3,0,0,70,8,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
5629,80,8,60,6,0,0,0,Embedded Hardware and Operating Systems(Coursera),7
7312,70,5,90,6,60,3,1,Advanced Operating Systems(Udacity),4
10656,80,8,90,3,70,1,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
15796,60,5,70,7,80,8,1,Hello (Real) World with ROS – Robot Operating System(EDX),7
369,90,3,90,3,70,3,0,Linux Operating System Fundamentals(Udemy),8
5093,80,5,80,9,80,9,0,Using Python to Interact with the Operating System(Coursera),6
11197,90,3,80,2,70,9,0,Embedded Hardware and Operating Systems(Coursera),7
4948,60,3,90,4,70,6,1,Using Python to Interact with the Operating System(Coursera),6
12188,80,8,80,3,0,0,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
1042,80,8,0,0,80,6,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),8
6651,70,8,80,6,80,6,0,Operating Systems from scratch - Part 2(Udemy),8
18234,90,8,60,4,20,2,1,Cybersecurity Roles and Operating System Security(EDX),7
9528,80,8,80,7,60,3,1,Real Time Operating System(SWAYAM),7
17455,0,0,80,5,70,6,0,Operating Azure Stack Hub(PLuralSight),6
1976,90,3,80,3,70,3,1,Advanced Operating Systems(Udacity),4
20240,70,3,90,1,70,5,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
19263,60,3,90,9,50,2,0,Operating Systems from scratch - Part 1(Udemy),6
11805,80,3,80,9,80,9,0,Introduction to Operating Systems(Swayam),7
666,80,8,0,0,80,8,1,Operating Running Systems(PluraSight),5
12420,80,5,70,3,70,3,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
6443,80,3,90,4,60,4,0,Computer Hardware and Operating Systems(EDX),6
18181,80,8,70,4,70,3,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),6
1538,80,8,80,7,60,7,1,Introduction to Operating Systems(Udacity),8
7572,60,3,80,6,70,8,1,Embedded Hardware and Operating Systems(Coursera),6
4012,90,8,60,3,80,7,1,Operating Systems from scratch - Part 2(Udemy),5
17712,90,8,0,0,50,7,1,Cybersecurity Roles and Operating System Security(EDX),6
14484,80,8,80,3,60,9,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
19390,80,5,70,3,80,9,1,Using Python to Interact with the Operating System(Coursera),6
17518,80,5,80,6,50,3,1,Introduction to Operating Systems(Swayam),6
13084,90,5,80,2,60,7,1,Computer Hardware and Operating Systems(EDX),6
7106,80,8,90,1,60,6,1,Introduction to Operating Systems(Udacity),3
16009,80,3,80,3,60,1,0,Introduction to Operating Systems(Udacity),5
18125,0,0,80,3,60,1,0,Operating Systems and You: Becoming a Power User(Coursera),8
4009,0,0,80,1,70,6,0,Operating Systems from scratch - Part 1(Udemy),6
2121,60,8,80,3,80,7,0,Advanced Operating Systems(Udacity),7
20513,90,5,80,2,60,5,0,Operating Systems from scratch - Part 2(Udemy),7
15840,70,8,80,6,60,2,1,Embedded and Real Time Operating Systems(Youtube),7
7303,90,3,90,2,80,8,0,Getting Started with Junos Operating System(Coursera),6
394,80,5,0,0,70,3,1,Operating Systems(SWAYAM),6
2571,70,3,90,9,60,9,0,Operating System(Youtube -GateSmasher),6
9158,80,5,80,8,50,4,1,Understanding Computer Systems(FutureLearn),6
12680,80,8,70,3,0,0,1,Operating Systems from scratch - Part 1(Udemy),6
19121,70,3,80,2,80,2,0,Operating Systems from scratch - Part 2(Udemy),6
4843,80,3,0,0,60,2,0,Operating Systems and You: Becoming a Power User(Coursera),5
7047,80,5,0,0,50,2,0,Operating Systems and You: Becoming a Power User(Coursera),6
2587,70,3,80,5,0,0,0,Embedded and Real Time Operating Systems(Youtube),6
7850,90,8,0,0,80,6,1,Hello (Real) World with ROS – Robot Operating System(EDX),7
9877,80,3,80,5,0,0,0,Operating Systems(SWAYAM),5
2824,80,5,0,0,70,3,1,Operating Systems Concept and Design Principles for Beginner(Udemy),8
12463,80,3,90,6,60,6,0,Cybersecurity Roles and Operating System Security(EDX),7
20586,0,0,80,2,60,1,1,Operating System(Udemy),8
5566,0,0,70,8,80,4,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),6
14486,80,5,80,7,80,6,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),6
11055,0,0,80,5,50,1,0,Embedded and Real Time Operating Systems(Youtube),8
12632,70,3,80,3,0,0,1,Operating Systems(SWAYAM),7
10658,80,3,90,3,50,3,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),8
3273,0,0,80,1,70,1,0,Operating System(Udemy),7
4750,0,0,90,7,50,4,1,Understanding Computer Systems(FutureLearn),5
14025,0,0,80,7,0,0,0,Using Python to Interact with the Operating System(Coursera),6
16889,80,8,80,6,40,1,0,Operating Systems Concept and Design Principles for Beginner(Udemy),5
7939,80,8,90,3,70,3,0,Cybersecurity Roles and Operating System Security(EDX),4
1257,70,8,80,8,40,2,0,Operating Systems from scratch - Part 2(Udemy),5
11442,90,3,70,2,70,7,1,Real Time Operating System(SWAYAM),7
701,70,8,70,2,80,3,0,Computer Hardware and Operating Systems(EDX),7
9010,0,0,80,8,80,4,1,Hello (Real) World with ROS – Robot Operating System(EDX),6
17370,0,0,60,2,80,9,1,Operating Running Systems(PluraSight),6
14425,80,8,70,3,70,3,0,Become a Master of Operating Systems at comfort of your Home (Udemy),7
8065,90,8,60,7,70,4,0,Embedded Hardware and Operating Systems(Coursera),6
3372,70,3,80,5,70,7,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
4996,0,0,90,7,70,1,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
21189,90,5,60,7,70,4,0,Operating System(Youtube -GateSmasher),6
7813,70,5,80,1,80,4,0,Become a Master of Operating Systems at comfort of your Home (Udemy),7
12477,0,0,70,4,80,8,0,Operating Systems from scratch - Part 1(Udemy),6
13970,80,5,80,5,70,7,1,Linux Operating System Fundamentals(Udemy),8
6043,0,0,80,6,0,0,0,Operating Systems Concept and Design Principles for Beginner(Udemy),7
14832,80,8,80,4,40,2,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
13091,0,0,80,4,70,6,0,Become a Master of Operating Systems at comfort of your Home (Udemy),5
9586,0,0,90,7,60,7,1,Real Time Operating System(SWAYAM),7
10101,80,8,80,4,70,6,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),6
12201,80,8,80,8,60,6,0,Linux Operating System Fundamentals(Udemy),7
