Student ID,AssignmentOneCurrentScore,AssignmentOneAttempt,AssignmentTwoCurrentScore,AssignmentTwoAttempt,AssignmentThreeCurrentScore,AssignmentThreeAttempt,Gender,Course,Rating
3050,90,3,80,2,50,6,1,Computer Hardware and Operating Systems(EDX),8
18989,0,0,0,8,50,2,0,Understanding Computer Systems(FutureLearn),5
10126,70,5,0,0,70,3,1,Computer Hardware and Operating Systems(EDX),6
19051,70,3,80,1,90,5,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),6
12668,70,3,70,3,60,3,1,Getting Started with Junos Operating System(Coursera),6
8403,70,3,50,9,50,9,0,Cybersecurity Roles and Operating System Security(EDX),4
6098,50,3,50,9,70,7,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
14695,0,0,80,3,0,0,0,Linux Operating System Fundamentals(Udemy),5
5660,40,3,10,1,50,5,1,Computer Hardware and Operating Systems(EDX),7
17376,50,3,50,1,60,7,1,Computer Hardware and Operating Systems(EDX),5
18035,80,8,80,7,50,5,0,Operating Azure Stack Hub(PLuralSight),6
3527,50,3,60,4,60,4,0,Using Python to Interact with the Operating System(Coursera),6
13993,80,8,40,4,70,9,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),6
3962,60,8,0,0,50,6,1,Using Python to Interact with the Operating System(Coursera),7
347,90,3,70,3,70,9,0,Operating Running Systems(PluraSight),6
14297,0,0,0,0,40,3,0,Operating Systems and You: Becoming a Power User(Coursera),7
8,80,5,70,9,20,5,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
1401,60,8,70,2,50,5,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),7
12580,80,8,90,2,80,1,1,Understanding Computer Systems(FutureLearn),6
12129,90,5,70,1,60,6,0,Operating Systems from scratch - Part 1(Udemy),7
3507,60,3,70,5,60,5,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
9978,70,5,90,7,50,8,1,Introduction to Operating Systems(Swayam),6
186,70,5,90,6,50,6,1,Become a Master of Operating Systems at comfort of your Home (Udemy),7
17407,90,8,0,0,70,6,0,Operating Systems from scratch - Part 1(Udemy),5
13931,60,5,80,1,80,6,0,Operating Systems Concept and Design Principles for Beginner(Udemy),6
16876,0,0,70,7,0,7,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),8
7730,50,3,80,3,70,8,1,Real Time Operating System(SWAYAM),7
3205,80,8,80,7,70,4,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),6
2889,0,0,80,3,0,7,0,Using Python to Interact with the Operating System(Coursera),7
10608,80,8,80,6,60,8,1,Understanding Computer Systems(FutureLearn),6
9870,80,8,0,0,50,8,1,Operating Systems from scratch - Part 2(Udemy),8
17960,80,3,80,6,50,7,1,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),5
9825,60,3,70,5,60,5,0,Understanding Computer Systems(FutureLearn),7
19844,70,3,80,2,60,6,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
19291,60,5,70,4,50,6,0,Embedded and Real Time Operating Systems(Youtube),5
3165,0,8,60,3,40,7,0,Advanced Operating Systems(Udacity),6
7494,0,0,0,0,70,9,1,Become a Master of Operating Systems at comfort of your Home (Udemy),7
759,50,5,0,0,70,1,0,Computer Hardware and Operating Systems(EDX),6
17132,0,0,50,5,70,3,1,Cybersecurity Roles and Operating System Security(EDX),6
5405,90,5,60,1,80,6,0,Operating Systems Concept and Design Principles for Beginner(Udemy),6
12457,0,8,40,9,40,5,0,Real Time Operating System(SWAYAM),7
12338,90,3,70,8,50,4,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),5
19232,90,8,80,7,50,1,1,Computer Hardware and Operating Systems(EDX),6
12586,80,5,80,3,60,9,1,Operating Systems and You: Becoming a Power User(Coursera),7
20954,0,0,0,0,60,9,1,Real Time Operating System(SWAYAM),7
8783,0,0,70,8,60,2,0,Operating System(Udemy),6
12502,0,0,70,7,50,7,1,Embedded Hardware and Operating Systems(Coursera),7
1717,80,8,80,7,80,8,0,Embedded and Real Time Operating Systems(Youtube),7
17102,70,3,0,0,30,8,1,Linux Operating System Fundamentals(Udemy),5
5293,80,5,80,2,0,0,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
13295,60,5,60,9,80,2,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),6
2597,40,3,60,2,50,2,0,Real Time Operating System(SWAYAM),7
15469,70,8,60,8,30,1,0,Become a Master of Operating Systems at comfort of your Home (Udemy),6
7682,80,5,70,7,50,6,1,Operating Azure Stack Hub(PLuralSight),6
19680,80,5,70,1,70,9,1,Using Python to Interact with the Operating System(Coursera),7
7630,0,0,80,8,70,9,1,Embedded Hardware and Operating Systems(Coursera),7
4335,50,3,60,4,60,8,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),6
8580,80,8,80,5,60,3,1,Operating System(Udemy),5
4462,40,3,90,4,70,6,1,Operating System(Udemy),6
18358,0,0,80,7,50,4,1,Introduction to Operating Systems(Udacity),8
8764,80,8,70,3,60,1,1,Embedded and Real Time Operating Systems(Youtube),5
10329,90,3,60,6,20,7,0,Computer Hardware and Operating Systems(EDX),8
12676,80,5,80,2,60,2,1,Embedded Hardware and Operating Systems(Coursera),7
19164,70,8,80,1,60,5,1,Getting Started with Junos Operating System(Coursera),7
13226,80,8,90,6,50,7,1,Introduction to Operating Systems(Swayam),7
19884,80,5,0,0,30,7,1,Operating System(Youtube -GateSmasher),7
13651,80,3,70,4,70,9,0,Linux Operating System Fundamentals(Udemy),6
5753,0,0,80,7,70,9,0,Operating Systems Concept and Design Principles for Beginner(Udemy),6
15519,70,3,70,2,50,2,0,Advanced Operating Systems(Udacity),6
20290,0,0,70,2,70,1,1,Operating System(Youtube -GateSmasher),7
19432,80,3,60,4,80,5,1,Introduction to Operating Systems(Swayam),7
1345,0,0,70,3,60,3,0,Operating Systems Concept and Design Principles for Beginner(Udemy),8
15533,90,3,60,2,60,9,0,Using Python to Interact with the Operating System(Coursera),7
11728,90,8,70,6,60,4,1,Become a Master of Operating Systems at comfort of your Home (Udemy),5
13337,60,8,80,2,50,3,0,Operating Azure Stack Hub(PLuralSight),6
16802,90,8,90,7,60,1,1,Operating Systems Concept and Design Principles for Beginner(Udemy),7
3909,80,8,0,0,60,6,0,Understanding Computer Systems(FutureLearn),6
1778,70,5,80,3,30,5,1,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),6
16189,70,5,70,3,0,0,0,Operating Systems from scratch - Part 1(Udemy),7
13207,60,5,0,0,90,7,0,Become a Master of Operating Systems at comfort of your Home (Udemy),5
1343,60,5,80,6,60,3,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),7
21365,80,3,90,2,70,9,0,Linux Operating System Fundamentals(Udemy),6
816,0,0,80,2,0,0,1,Advanced Operating Systems(Udacity),7
9737,80,8,0,0,80,2,0,Cybersecurity Roles and Operating System Security(EDX),6
3444,60,8,70,2,40,3,1,Cybersecurity Roles and Operating System Security(EDX),6
8586,80,5,80,5,50,9,1,Introduction to Operating Systems(Swayam),4
20958,70,8,80,4,60,4,1,Hello (Real) World with ROS – Robot Operating System(EDX),7
16899,0,0,70,4,80,8,0,Linux Operating System Fundamentals(Udemy),5
1443,0,3,70,2,60,4,0,Cybersecurity Roles and Operating System Security(EDX),5
21085,60,3,80,1,40,3,0,Introduction to Operating Systems(Swayam),7
2040,80,5,70,4,0,4,1,Operating Systems from scratch - Part 2(Udemy),6
9138,80,8,70,3,60,9,1,Embedded Hardware and Operating Systems(Coursera),6
15927,0,0,90,4,40,8,0,Embedded and Real Time Operating Systems(Youtube),7
13185,0,0,90,2,60,9,0,Operating System(Youtube -GateSmasher),5
17254,60,5,80,7,50,8,1,Operating Running Systems(PluraSight),6
19762,0,0,70,1,50,4,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
20422,80,8,0,0,60,2,1,Embedded and Real Time Operating Systems(Youtube),6
18643,80,5,90,1,80,3,0,Operating System(Udemy),7
19892,70,3,80,3,80,3,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),5
15501,50,3,90,7,60,4,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
9152,80,3,70,2,60,6,1,Operating Systems(SWAYAM),6
17496,0,0,80,4,40,5,1,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),6
12313,80,8,50,3,70,3,0,Operating Systems(SWAYAM),6
3858,80,3,80,5,80,7,1,Introduction to Operating Systems(Udacity),7
10758,40,3,70,2,40,1,1,Operating Running Systems(PluraSight),7
16512,30,3,80,8,0,0,1,Operating Systems Concept and Design Principles for Beginner(Udemy),6
5454,0,0,80,2,70,4,1,Introduction to Operating Systems(Swayam),7
17226,80,8,0,0,60,7,1,Operating Systems and You: Becoming a Power User(Coursera),8
321,80,3,70,2,70,9,0,Introduction to Operating Systems(Swayam),7
10734,70,8,70,2,70,3,1,Advanced Operating Systems(Udacity),6
9050,70,8,70,1,70,6,1,Introduction to Operating Systems(Swayam),7
3309,90,8,70,8,40,9,0,Embedded Hardware and Operating Systems(Coursera),7
17747,80,3,80,4,70,7,0,Operating Running Systems(PluraSight),6
11124,90,5,80,8,50,7,1,Operating Systems(SWAYAM),6
18529,40,5,80,9,60,2,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),5
727,90,8,80,6,30,4,0,Introduction to Operating Systems(Swayam),6
18448,80,5,80,2,40,6,1,Advanced Operating Systems(Udacity),7
19328,80,8,70,5,0,0,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),4
13279,60,3,70,5,0,0,0,Operating Azure Stack Hub(PLuralSight),7
21326,0,0,70,2,40,2,1,Operating Systems Concept and Design Principles for Beginner(Udemy),6
9020,0,0,90,7,30,6,1,Introduction to Operating Systems(Udacity),5
5589,80,5,0,0,70,2,0,Linux Operating System Fundamentals(Udemy),5
20427,0,0,30,2,60,9,0,Operating Systems Concept and Design Principles for Beginner(Udemy),6
14809,80,3,90,3,60,8,0,Operating System(Youtube -GateSmasher),6
12905,30,5,80,5,50,1,0,Operating Systems and You: Becoming a Power User(Coursera),7
12065,0,0,80,5,60,6,0,Introduction to Operating Systems(Udacity),7
20721,80,3,90,9,80,2,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
5159,0,0,50,4,50,6,0,Operating Azure Stack Hub(PLuralSight),7
10325,90,3,70,6,60,6,0,Introduction to Operating Systems(Udacity),8
10409,0,0,0,0,70,3,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),6
16359,80,3,50,2,70,9,0,Embedded Hardware and Operating Systems(Coursera),6
19677,0,0,70,4,60,6,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),6
7245,0,0,70,7,50,8,0,Getting Started with Junos Operating System(Coursera),7
5460,0,0,90,4,40,7,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),8
20011,90,5,0,0,30,7,0,Introduction to Operating Systems(Udacity),6
7556,80,3,90,9,70,7,1,Real Time Operating System(SWAYAM),7
7624,70,5,60,8,50,4,1,Operating Azure Stack Hub(PLuralSight),7
5074,0,0,80,6,40,7,1,Operating Running Systems(PluraSight),6
9451,80,3,0,0,50,2,0,Operating Azure Stack Hub(PLuralSight),8
8404,0,0,90,3,50,1,1,Understanding Computer Systems(FutureLearn),8
19208,70,8,90,7,30,9,1,Operating Systems from scratch - Part 2(Udemy),4
11389,0,0,60,6,0,0,0,Linux Operating System Fundamentals(Udemy),6
3546,0,0,70,5,50,5,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
11821,90,3,80,5,0,0,0,Using Python to Interact with the Operating System(Coursera),6
2053,80,3,90,3,70,4,0,Understanding Computer Systems(FutureLearn),6
5287,70,3,80,1,50,8,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),6
18118,0,0,70,7,80,1,1,Cybersecurity Roles and Operating System Security(EDX),5
4117,70,3,80,3,60,8,0,Operating Running Systems(PluraSight),7
6087,0,0,80,2,70,2,0,Operating Azure Stack Hub(PLuralSight),6
11537,0,0,70,7,40,4,0,Getting Started with Junos Operating System(Coursera),7
1787,80,3,0,7,50,7,0,Using Python to Interact with the Operating System(Coursera),7
11983,80,3,70,6,40,9,0,Embedded and Real Time Operating Systems(Youtube),7
16370,90,3,80,2,70,5,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),6
19581,80,3,70,9,60,9,0,Embedded and Real Time Operating Systems(Youtube),4
19006,0,0,80,5,60,1,1,Operating Systems Concept and Design Principles for Beginner(Udemy),7
3720,80,8,70,5,50,3,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
4915,70,5,70,5,30,6,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),7
5747,0,0,70,5,60,6,0,Computer Hardware and Operating Systems(EDX),6
362,80,5,70,5,50,7,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),5
17398,0,0,0,0,40,5,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
19436,90,3,80,3,0,0,1,Embedded and Real Time Operating Systems(Youtube),7
10320,0,0,70,4,70,7,1,Operating System(Udemy),6
21044,0,0,80,2,60,3,1,Operating System(Youtube -GateSmasher),6
17770,0,0,70,9,70,3,1,Cybersecurity Roles and Operating System Security(EDX),7
16800,70,3,80,2,60,3,1,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),6
16953,80,8,80,2,40,5,0,Operating Systems(SWAYAM),7
12535,80,8,90,4,40,9,0,Operating Systems from scratch - Part 1(Udemy),7
15567,0,0,80,2,90,9,0,Understanding Computer Systems(FutureLearn),7
1044,70,3,80,6,60,7,1,Operating Systems and You: Becoming a Power User(Coursera),6
5363,70,8,0,0,60,2,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
17016,0,0,70,9,70,5,1,Cybersecurity Roles and Operating System Security(EDX),7
9597,0,0,60,5,40,1,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),6
4035,70,8,50,1,70,7,0,Advanced Operating Systems(Udacity),6
15001,60,8,80,1,30,1,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),4
16254,60,8,0,0,80,7,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),6
16237,80,8,80,4,70,3,0,Operating Azure Stack Hub(PLuralSight),4
7095,60,5,30,7,60,4,0,Operating System(Youtube -GateSmasher),5
16349,80,8,80,9,60,2,0,Cybersecurity Roles and Operating System Security(EDX),7
6125,80,8,80,6,60,7,0,Embedded and Real Time Operating Systems(Youtube),5
10686,60,5,60,2,90,1,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),8
8449,70,3,80,1,30,3,0,Operating Systems from scratch - Part 2(Udemy),8
16346,70,3,0,0,70,9,1,Operating System(Youtube -GateSmasher),6
5785,0,0,90,6,0,8,0,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),7
3430,30,3,70,1,60,7,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
21373,90,8,70,3,30,2,0,Operating Systems and You: Becoming a Power User(Coursera),6
21369,60,3,80,2,40,4,0,Operating System(Udemy),6
79,0,0,0,0,40,4,0,Linux Operating System Fundamentals(Udemy),8
14263,0,0,80,3,60,4,0,Getting Started with Junos Operating System(Coursera),5
8713,70,5,90,4,70,7,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
7311,70,8,0,0,60,6,0,Embedded Hardware and Operating Systems(Coursera),8
16536,90,3,20,5,60,8,1,Embedded and Real Time Operating Systems(Youtube),7
20383,70,3,80,3,70,1,0,Operating System(Udemy),6
4028,0,0,40,7,60,2,1,Operating Azure Stack Hub(PLuralSight),8
9253,80,3,80,2,60,9,0,Introduction to Operating Systems(Swayam),7
4591,60,3,0,0,40,2,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),7
433,80,5,80,2,0,0,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),5
13366,50,5,90,7,60,8,1,Operating Azure Stack Hub(PLuralSight),6
12726,90,3,0,1,40,9,1,Getting Started with Junos Operating System(Coursera),8
17198,80,3,70,8,20,4,1,Introduction to Operating Systems(Udacity),8
12371,60,8,80,6,50,6,0,Operating Systems(SWAYAM),6
12853,0,3,0,0,50,2,0,Embedded and Real Time Operating Systems(Youtube),6
4584,90,8,50,1,70,5,1,Introduction to Operating Systems(Swayam),7
736,80,3,60,3,0,0,1,Operating Systems Concept and Design Principles for Beginner(Udemy),7
9558,90,5,80,5,40,9,1,Operating Systems(SWAYAM),8
14069,90,3,70,8,60,5,0,Advanced Operating Systems(Udacity),8
5656,70,3,70,9,0,0,1,Introduction to Operating Systems(Udacity),6
17332,0,0,70,1,70,4,1,Operating System(Youtube -GateSmasher),6
15278,60,5,0,0,60,8,1,Getting Started with Junos Operating System(Coursera),4
7462,80,8,90,3,20,7,1,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),7
14323,70,3,30,3,70,8,0,Operating Azure Stack Hub(PLuralSight),6
16743,0,0,80,1,70,1,0,Operating Systems from scratch - Part 2(Udemy),5
2577,80,8,80,1,40,7,0,Operating System(Udemy),7
3324,0,0,80,6,40,3,1,Using Python to Interact with the Operating System(Coursera),7
6492,0,0,60,2,0,1,1,Operating System(Udemy),7
21379,90,3,80,1,70,2,0,Embedded and Real Time Operating Systems(Youtube),6
9223,80,8,80,3,80,2,0,Introduction to Operating Systems(Udacity),6
15915,0,0,90,5,70,1,0,Understanding Computer Systems(FutureLearn),7
1375,70,8,70,8,80,1,0,Become a Master of Operating Systems at comfort of your Home (Udemy),8
9187,0,0,80,6,70,8,0,Understanding Computer Systems(FutureLearn),5
10046,70,8,70,5,60,1,1,Become a Master of Operating Systems at comfort of your Home (Udemy),8
15506,60,3,80,3,40,8,1,Hello (Real) World with ROS – Robot Operating System(EDX),7
18923,0,0,70,4,40,6,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),8
11921,70,5,60,3,80,1,0,Introduction to Operating Systems(Swayam),6
13775,80,3,60,2,50,2,0,Operating Systems and You: Becoming a Power User(Coursera),5
6091,50,8,60,7,40,8,0,Introduction to Operating Systems(Udacity),8
20364,0,0,80,4,70,5,1,Embedded and Real Time Operating Systems(Youtube),8
21328,80,8,90,2,40,1,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),4
16641,80,5,60,8,50,2,0,Getting Started with Junos Operating System(Coursera),7
8067,50,5,50,7,70,4,0,Computer Hardware and Operating Systems(EDX),7
9240,0,0,80,9,50,5,1,Using Python to Interact with the Operating System(Coursera),8
10972,60,5,70,2,50,3,1,Operating Systems from scratch - Part 2(Udemy),6
2436,0,0,70,9,80,5,1,Operating Systems and You: Becoming a Power User(Coursera),7
13293,70,8,90,2,60,3,0,Operating Systems Concept and Design Principles for Beginner(Udemy),8
13839,90,3,80,5,50,2,0,Embedded and Real Time Operating Systems(Youtube),7
16364,70,8,60,5,40,1,1,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
20121,70,8,70,5,40,3,0,Getting Started with Junos Operating System(Coursera),7
11165,70,5,80,2,50,6,0,Operating Systems and You: Becoming a Power User(Coursera),6
8606,0,0,80,4,70,8,1,Cybersecurity Roles and Operating System Security(EDX),9
2713,40,8,0,6,0,0,0,Real Time Operating System(SWAYAM),8
9201,90,3,90,2,60,2,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
199,80,8,70,4,50,3,0,Operating System(Udemy),6
865,80,5,90,7,40,6,0,Getting Started with Junos Operating System(Coursera),3
5330,50,8,0,0,60,5,1,Understanding Computer Systems(FutureLearn),7
17184,0,0,80,2,60,1,1,Real Time Operating System(SWAYAM),6
13448,30,8,10,5,80,1,1,Linux Operating System Fundamentals(Udemy),7
17738,0,0,0,0,50,7,1,Operating System(Youtube -GateSmasher),7
10701,70,5,60,2,50,6,0,Operating Systems and You: Becoming a Power User(Coursera),7
13384,0,0,80,8,50,4,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
2630,90,8,80,1,40,4,1,Hello (Real) World with ROS – Robot Operating System(EDX),8
7212,0,0,70,6,70,3,1,Hello (Real) World with ROS – Robot Operating System(EDX),7
15154,90,3,80,4,50,6,1,Real Time Operating System(SWAYAM),6
19757,0,0,90,4,60,1,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),6
598,0,0,0,0,80,9,1,Using Python to Interact with the Operating System(Coursera),8
4250,80,5,80,5,60,7,1,Real Time Operating System(SWAYAM),6
18463,70,3,90,1,70,2,0,Operating System(Youtube -GateSmasher),7
11447,90,5,70,5,70,1,0,Linux Operating System Fundamentals(Udemy),6
17832,80,5,0,0,60,3,1,Operating Azure Stack Hub(PLuralSight),7
5605,80,8,80,7,60,8,0,CompTIA A+ (220-1002): Cert Prep 5 Troubleshooting Operating Systems (Linkedln Learning),7
19972,70,8,0,0,0,0,1,Hello (Real) World with ROS – Robot Operating System(EDX),7
2110,80,3,60,7,80,7,1,Cybersecurity Roles and Operating System Security(EDX),6
1360,0,0,0,0,70,5,1,Operating Azure Stack Hub(PLuralSight),5
12126,50,3,70,4,70,1,1,Advanced Operating Systems(Udacity),6
15419,0,0,60,1,50,1,0,Hello (Real) World with ROS – Robot Operating System(EDX),7
19149,0,8,70,5,60,3,0,Configuration Manager: Maintain Inventory and Operating Systems(Linkedln Learning),7
6151,80,3,80,6,70,9,0,Embedded Hardware and Operating Systems(Coursera),6
2028,60,3,70,7,80,3,1,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
13208,0,0,80,7,50,7,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
7131,0,0,80,4,60,8,0,Operating Azure Stack Hub(PLuralSight),8
8597,60,5,70,8,70,2,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
13113,0,0,80,5,0,2,0,Computer Hardware and Operating Systems(EDX),6
15909,0,0,70,1,70,1,0,Operating Systems(SWAYAM),6
17793,80,8,70,5,60,1,0,Real Time Operating System(SWAYAM),6
14776,0,0,70,9,50,2,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),6
5349,0,0,80,9,0,0,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
14170,70,8,60,9,70,6,1,Using Python to Interact with the Operating System(Coursera),7
10069,0,0,70,6,70,8,0,Embedded and Real Time Operating Systems(Youtube),7
20302,0,0,90,7,80,4,1,Introduction to Operating Systems(Swayam),7
4571,80,3,90,7,70,9,0,Using Python to Interact with the Operating System(Coursera),7
13092,80,3,70,5,40,7,1,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),7
20393,70,3,90,2,60,9,0,Embedded and Real Time Operating Systems(Youtube),8
17821,90,8,80,4,50,9,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
3988,0,0,70,9,70,3,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
13546,90,3,0,0,80,4,1,Embedded Hardware and Operating Systems(Coursera),6
2156,50,5,0,0,40,8,1,Operating Systems from scratch - Part 2(Udemy),6
3698,80,3,80,9,70,3,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),6
17363,0,0,70,1,50,1,0,Linux Operating System Fundamentals(Udemy),5
13635,80,3,70,4,0,0,0,Computer Hardware and Operating Systems(EDX),6
9993,30,5,0,0,60,1,0,Operating Systems(SWAYAM),7
12776,0,0,80,7,60,2,1,Real Time Operating System(SWAYAM),7
10110,30,8,70,3,60,9,1,Using Python to Interact with the Operating System(Coursera),7
4618,70,5,90,7,60,8,1,Operating Systems from scratch - Part 1(Udemy),7
3785,80,5,70,3,50,7,0,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),6
13176,80,3,80,6,60,8,1,Operating Systems from scratch - Part 2(Udemy),7
1790,50,3,80,2,50,5,1,Linux Operating System Fundamentals(Udemy),6
16554,70,5,60,7,0,0,1,Getting Started with Junos Operating System(Coursera),8
5824,80,3,70,4,20,5,1,Getting Started with Junos Operating System(Coursera),4
629,0,0,80,3,50,1,0,Hello (Real) World with ROS – Robot Operating System(EDX),6
21013,0,0,70,3,0,0,0,Operating Systems(SWAYAM),8
20653,60,8,90,6,70,4,0,Computer Hardware and Operating Systems(EDX),5
12198,50,3,80,9,80,5,1,Using Python to Interact with the Operating System(Coursera),7
20314,0,0,0,0,80,5,1,Other Operating Systems & Technologies for CompTIA A+ (220-902)(Pluralsight),7
10743,80,8,60,8,40,6,0,Windows Operating Systems for CompTIA A+ (220-902)(Pluralsight),5
2428,0,0,80,8,80,8,1,Linux Operating System Fundamentals(Udemy),6
15145,0,0,0,0,40,4,0,Operating Systems from scratch - Part 1(Udemy),7
13046,90,5,80,8,40,4,1,Operating System(Udemy),7
20556,0,0,90,5,50,5,1,Getting Started with Junos Operating System(Coursera),4
7141,80,5,80,4,70,6,0,Operating Systems from scratch - Part 1(Udemy),6
6875,70,3,0,0,80,2,0,Introduction to Operating Systems(Swayam),6
11491,90,3,80,6,60,6,0,Operating Systems from scratch - Part 1(Udemy),6
1460,50,3,60,3,60,3,1,Operating Systems from scratch - Part 2(Udemy),7
14834,50,8,60,7,70,9,1,SCCM Current Branch: Deploy and Maintain Operating Systems(Pluralsight),7
12868,70,8,70,2,80,9,1,Linux Operating System Fundamentals(Udemy),7
4496,0,0,90,5,50,3,1,Introduction to Operating Systems(Udacity),7
8242,90,5,90,2,60,6,1,Embedded and Real Time Operating Systems(Youtube),6
13874,80,3,90,9,70,7,1,Become a Master of Operating Systems at comfort of your Home (Udemy),7
2341,70,8,0,0,50,6,0,Linux Operating System Fundamentals(Udemy),5
7296,0,0,80,9,80,5,1,Operating Systems(SWAYAM),7
8989,90,8,70,6,80,4,0,Operating Running Systems(PluraSight),6
18935,50,3,0,2,60,9,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),6
6663,60,3,80,3,60,7,0,Cybersecurity Roles and Operating System Security(EDX),6
1495,80,5,70,1,70,4,0,Real Time Operating System(SWAYAM),6
1883,0,0,70,4,60,2,0,Juniper Networks JNCIA-Junos: Junos Operating System Fundamentals(PluralaSight),7
3463,70,5,70,9,60,2,0,Become a Master of Operating Systems at comfort of your Home (Udemy),6
5185,80,8,70,4,80,9,0,Understanding Computer Systems(FutureLearn),5
10227,70,8,0,0,70,6,0,Operating System(Youtube -GateSmasher),6
13768,60,5,50,5,60,6,1,Cybersecurity Roles and Operating System Security(EDX),7
3804,30,8,80,6,70,8,1,Computer Hardware and Operating Systems(EDX),5
8417,50,8,30,4,70,5,0,Operating Systems from scratch - Part 1(Udemy),4
6982,80,3,90,1,70,5,1,Cybersecurity Roles and Operating System Security(EDX),7
9566,90,3,80,2,60,5,1,Operating System(Udemy),5
15612,60,8,70,4,80,4,1,Operating Systems from scratch - Part 2(Udemy),6
13787,70,8,0,0,60,5,0,Become a Master of Operating Systems at comfort of your Home (Udemy),6
18938,70,8,0,0,80,5,1,Introduction to Operating Systems(Udacity),6
